,f1,acc,prec,kappa,recall
4,0.756240822,0.759942155,0.766369048,0.519854939,0.746376812
ball,0.76077266,0.767172813,0.778115502,0.534231417,0.744186047
pier,0.760393046,0.770788142,0.792125984,0.541386622,0.731104651
death,0.77149155,0.775126537,0.778931751,0.550178992,0.76419214
alone,0.768545994,0.774403471,0.78366112,0.548677398,0.754002911
poland,0.749816581,0.753434563,0.75591716,0.506797183,0.743813683
sunday,0.77317257,0.782357195,0.8015625,0.564503322,0.746724891
speed,0.760690173,0.76934201,0.784829721,0.538486403,0.737991266
harbor,0.745038168,0.758496023,0.783306581,0.516680478,0.710334789
stream,0.805596465,0.809110629,0.815201192,0.61814759,0.796215429
mount,0.773273273,0.781634129,0.797213622,0.563039575,0.750728863
fountain,0.7397882,0.751265365,0.768867925,0.502212959,0.712827988
southwest,0.726726727,0.736804049,0.749226006,0.473332468,0.705539359
game,0.7239819,0.735357918,0.748829953,0.470352249,0.700729927
bush,0.759493671,0.766449747,0.773899848,0.532661266,0.745614035
nederland,0.751677852,0.759219089,0.767123288,0.518177453,0.736842105
drawing,0.756515264,0.763557484,0.770864947,0.52687379,0.742690058
main,0.729182296,0.738973247,0.747692308,0.477561087,0.711566618
400,0.757910228,0.762111352,0.76183432,0.524091578,0.754026354
fly,0.783722683,0.792480116,0.807453416,0.584609492,0.761346999
austin,0.734966592,0.74186551,0.745481928,0.483478523,0.724743777
norway,0.765432099,0.766449747,0.759365994,0.532920251,0.7715959
grain,0.757121439,0.765726681,0.774539877,0.531085377,0.740469208
pole,0.753579503,0.763557484,0.775193798,0.526677698,0.73313783
rose,0.767951625,0.7780188,0.7925117,0.555591725,0.744868035
boats,0.764165391,0.777295734,0.7984,0.55394011,0.732745962
board,0.74095941,0.746203905,0.744807122,0.492212679,0.737151248
birthday,0.75888133,0.76934201,0.781931464,0.538182047,0.737151248
plane,0.76011994,0.768618944,0.774045802,0.536795921,0.746686303
analogue,0.740074906,0.749096168,0.751902588,0.497703088,0.728613569
sidewalk,0.738415546,0.74692697,0.748484848,0.493403412,0.728613569
greece,0.745913819,0.752711497,0.751497006,0.505094642,0.740412979
tracks,0.77877429,0.785972523,0.789393939,0.571564029,0.768436578
estate,0.771822358,0.784526392,0.802547771,0.56827881,0.743362832
angeles,0.732516222,0.731742589,0.716502116,0.463750121,0.749262537
francisco,0.720720721,0.731019523,0.732824427,0.461442961,0.70901034
dirty,0.762472077,0.76934201,0.768768769,0.538327028,0.756277696
plastic,0.743455497,0.751988431,0.751891074,0.503485978,0.735207101
boys,0.739599384,0.75560376,0.77170418,0.510103858,0.710059172
polaroid,0.735976066,0.744757773,0.744326778,0.489010351,0.727810651
glasses,0.745127436,0.754157628,0.754172989,0.507763234,0.736296296
philadelphia,0.753323486,0.758496023,0.75,0.516788675,0.756676558
union,0.720734507,0.736080983,0.744075829,0.471029459,0.698813056
coffee,0.770893372,0.770065076,0.74929972,0.540508519,0.793768546
paper,0.720666162,0.73318872,0.734567901,0.465477855,0.707280832
round,0.762269939,0.775849602,0.786392405,0.55060879,0.739583333
mono,0.77693475,0.787418655,0.792569659,0.574046953,0.761904762
va,0.719814241,0.738250181,0.75,0.474969483,0.691964286
studio,0.766146993,0.772234273,0.763313609,0.54416564,0.76900149
mywinners,0.807017544,0.817064353,0.8265625,0.633319116,0.788375559
scan,0.747692308,0.762834418,0.771428571,0.52435357,0.725373134
copyright,0.762414057,0.775126537,0.780907668,0.54918891,0.744776119
movie,0.73188947,0.740419378,0.732436472,0.480313007,0.731343284
postcard,0.724434036,0.744757773,0.758169935,0.487598752,0.693572496
tennessee,0.694357367,0.718004338,0.728618421,0.433684719,0.663173653
with,0.736356649,0.751988431,0.75671406,0.502546679,0.717065868
waves,0.780894617,0.791033984,0.79109063,0.581234461,0.770958084
super,0.735806207,0.747650036,0.744257274,0.494343319,0.72754491
tunnel,0.767511177,0.774403471,0.762962963,0.548425177,0.772113943
clock,0.776119403,0.78308026,0.77037037,0.565763446,0.781954887
commercial,0.733918129,0.736804049,0.714082504,0.473943366,0.754887218
d5000,0.766325728,0.785249458,0.802306425,0.568401498,0.733433735
machine,0.730043541,0.731019523,0.704481793,0.462734262,0.75753012
feet,0.760456274,0.772234273,0.768049155,0.543405054,0.753012048
northcarolina,0.702743902,0.718004338,0.710323575,0.434576412,0.695324284
ride,0.718386346,0.737527115,0.739616613,0.472996848,0.698340875
camp,0.746425884,0.756326826,0.744744745,0.511911831,0.74811463
anawesomeshot,0.813033359,0.825741142,0.835725678,0.650089918,0.791540785
philippines,0.699367089,0.725234996,0.733001658,0.447350323,0.668683812
stones,0.810279667,0.818510484,0.809667674,0.636336684,0.810892587
famous,0.723370429,0.748373102,0.762144054,0.493694376,0.688350983
human,0.739495798,0.753434563,0.74691358,0.505497064,0.732223903
german,0.758039816,0.771511208,0.76744186,0.541662996,0.748865356
aplusphoto,0.789838337,0.802603037,0.802816901,0.603835948,0.777272727
factory,0.735338346,0.745480839,0.729850746,0.490239688,0.740909091
by,0.750575595,0.765003615,0.75931677,0.528484973,0.742033384
alberta,0.690140845,0.713665944,0.711290323,0.424448849,0.670212766
md,0.71616396,0.734634852,0.729133858,0.467160564,0.703647416
overcast,0.750582751,0.767895879,0.766666667,0.533722788,0.735159817
poster,0.752994012,0.761388286,0.740795287,0.52234579,0.765601218
artistic,0.748043818,0.767172813,0.769726248,0.531964939,0.727549467
zoom,0.755485893,0.774403471,0.778675283,0.546434405,0.733637747
richmond,0.719874804,0.741142444,0.740740741,0.479638038,0.700152207
ruin,0.776325903,0.789587852,0.784161491,0.577728533,0.768645358
james,0.74664562,0.767895879,0.774140753,0.533000782,0.721036585
5,0.734157651,0.751265365,0.744514107,0.500546955,0.724085366
fishing,0.777604977,0.793203181,0.792393027,0.584487482,0.763358779
chairs,0.737481032,0.749819234,0.733031674,0.498547572,0.741984733
eastern,0.740566038,0.761388286,0.763371151,0.520047197,0.719083969
houston,0.722801788,0.731019523,0.705967977,0.461854195,0.740458015
xsi,0.727130571,0.747650036,0.745192308,0.492686172,0.709923664
manchester,0.755422588,0.763557484,0.739385066,0.526799532,0.772171254
unique,0.738962045,0.756326826,0.748822606,0.51056175,0.729357798
jersey,0.715408805,0.738250181,0.735056543,0.473426578,0.696784074
legs,0.769111969,0.783803326,0.775700935,0.565876458,0.762633997
cruise,0.721023181,0.747650036,0.754180602,0.491471798,0.690658499
urbex,0.759259259,0.774403471,0.765163297,0.547038137,0.753445636
route,0.762776506,0.775126537,0.758725341,0.549042386,0.766871166
lomography,0.757716049,0.772957339,0.76242236,0.544125922,0.753067485
attraction,0.73264166,0.757772957,0.762458472,0.511845495,0.705069124
allrightsreserved,0.742629482,0.766449747,0.771523179,0.529411951,0.715821813
ghost,0.747352496,0.758496023,0.735119048,0.516173227,0.76
wine,0.756838906,0.768618944,0.747747748,0.536211471,0.766153846
1855mm,0.751987281,0.774403471,0.775409836,0.545436732,0.729938272
guy,0.742767787,0.762111352,0.752773376,0.521589644,0.733024691
wire,0.726006192,0.744034707,0.72826087,0.485847689,0.723765432
living,0.769111969,0.783803326,0.769706337,0.565849111,0.768518519
temple,0.770800628,0.788864787,0.784345048,0.575198339,0.757716049
tall,0.745188607,0.760665221,0.743471582,0.519560337,0.74691358
tv,0.7586727,0.768618944,0.740795287,0.536698938,0.777434312
350d,0.7828125,0.798987708,0.791469194,0.595774746,0.774343122
fresh,0.744150943,0.754880694,0.727138643,0.509144704,0.761978362
pro,0.739575138,0.760665221,0.753205128,0.518304559,0.726429675
lonely,0.7625,0.780187997,0.77093207,0.557969506,0.754250386
holga,0.73968254,0.762834418,0.758957655,0.522144925,0.721362229
austria,0.753488372,0.770065076,0.754658385,0.538042188,0.752321981
sf,0.719764012,0.725234996,0.686357243,0.451510085,0.756589147
concert,0.729468599,0.757049892,0.75879397,0.509593101,0.702325581
brasil,0.726124704,0.749096168,0.739549839,0.494777767,0.713178295
stop,0.723974763,0.74692697,0.735576923,0.49043721,0.712732919
streets,0.744615385,0.759942155,0.737804878,0.518185214,0.751552795
journey,0.747252747,0.767172813,0.755555556,0.531483364,0.739130435
lost,0.75,0.768618944,0.753532182,0.534665604,0.746500778
amsterdam,0.743550835,0.75560376,0.725925926,0.510388125,0.762052877
fl,0.71023622,0.733911786,0.719298246,0.464319095,0.701399689
quebec,0.713944223,0.740419378,0.730831974,0.476585355,0.697819315
dream,0.775862069,0.793203181,0.780757098,0.583929766,0.771028037
calm,0.788263283,0.806941432,0.802907916,0.610963087,0.774143302
xti,0.747007183,0.770788142,0.765957447,0.537724002,0.728971963
streetphotography,0.750969744,0.767895879,0.74691358,0.533649316,0.755070203
quiet,0.766223612,0.783803326,0.766823161,0.565147849,0.765625
finland,0.742459397,0.759219089,0.735068913,0.516433059,0.75
midwest,0.710691824,0.733911786,0.715189873,0.464391254,0.70625
good,0.723673793,0.747650036,0.732371795,0.491531798,0.715179969
army,0.749410841,0.76934201,0.752365931,0.535753183,0.746478873
wave,0.74317817,0.768618944,0.76276771,0.532904402,0.72456964
waterfall,0.767885533,0.788864787,0.780290792,0.574341331,0.755868545
russia,0.740973312,0.761388286,0.743307087,0.51979773,0.738654147
yard,0.7536,0.777295734,0.77086743,0.550619691,0.737089202
ford,0.726415094,0.748373102,0.728706625,0.493487632,0.724137931
doors,0.759474091,0.775126537,0.749618321,0.548408874,0.769592476
metro,0.732967894,0.753434563,0.732394366,0.503955394,0.73354232
shade,0.753164557,0.774403471,0.760383387,0.545475996,0.746081505
malaysia,0.678943155,0.710050615,0.693944354,0.414830791,0.664576803
walls,0.743264659,0.765726681,0.751602564,0.52788788,0.735109718
oil,0.714511041,0.738250181,0.717908082,0.472865491,0.711145997
iphoneography,0.733385457,0.753434563,0.730529595,0.504071196,0.736263736
dry,0.75059761,0.773680405,0.762135922,0.543536922,0.739403454
recreation,0.755795981,0.771511208,0.744292237,0.541218412,0.767660911
explored,0.774142059,0.795372379,0.786061588,0.587175065,0.762578616
stripes,0.74500768,0.759942155,0.728228228,0.518459089,0.762578616
heart,0.761372706,0.783803326,0.77184466,0.563818577,0.751181102
celebration,0.713000818,0.746203905,0.741496599,0.486123417,0.686614173
dublin,0.73089172,0.75560376,0.739130435,0.507101599,0.722834646
equipment,0.71641791,0.725234996,0.678925035,0.451510085,0.758293839
fast,0.708840227,0.740419378,0.728333333,0.474961375,0.690363349
sandiego,0.6890625,0.712219812,0.681607419,0.421289024,0.696682464
atlantic,0.730283912,0.752711497,0.727987421,0.501983701,0.732594937
crane,0.764240506,0.784526392,0.764240506,0.565838376,0.764240506
looking,0.735152488,0.761388286,0.745928339,0.51812966,0.724683544
mygearandme,0.796178344,0.814895155,0.801282051,0.626654519,0.791139241
airplane,0.753370341,0.775126537,0.753968254,0.546726062,0.752773376
sweet,0.759938838,0.772957339,0.734121123,0.545080087,0.787638669
finepix,0.758949881,0.780911063,0.761980831,0.558160475,0.755942948
italian,0.751914242,0.765726681,0.727407407,0.530473161,0.778129952
all,0.70910556,0.738973247,0.720130933,0.472484872,0.698412698
taiwan,0.683840749,0.707158351,0.67281106,0.411249965,0.695238095
3d,0.720187062,0.740419378,0.707503828,0.47825525,0.733333333
drink,0.75,0.765726681,0.728635682,0.529948116,0.772655008
nightshot,0.761982128,0.788141721,0.779069767,0.571268054,0.745627981
argentina,0.732624693,0.763557484,0.754208754,0.521010806,0.712241653
victorian,0.754925138,0.775126537,0.7484375,0.547205147,0.761526232
seat,0.758064516,0.78308026,0.767973856,0.561531438,0.748407643
minolta,0.747603834,0.771511208,0.75,0.5388891,0.74522293
electric,0.728269381,0.749096168,0.716486903,0.495344115,0.74044586
carolina,0.685855263,0.723788865,0.709183673,0.439879135,0.664012739
interestingness,0.763458401,0.790310918,0.78130217,0.575323058,0.746411483
hole,0.763921569,0.782357195,0.750385208,0.562165471,0.777955272
religion,0.762589928,0.785249458,0.7632,0.566550553,0.761980831
run,0.733279613,0.760665221,0.739837398,0.516261361,0.726837061
signage,0.722427831,0.728850325,0.673103448,0.460177802,0.779552716
tripod,0.754230459,0.779464931,0.76097561,0.554258958,0.747603834
destination,0.746434231,0.768618944,0.740566038,0.533692842,0.752396166
nationalpark,0.796747967,0.81923355,0.811258278,0.634081293,0.782747604
look,0.744715447,0.772957339,0.758278146,0.540406104,0.731629393
frozen,0.753480753,0.782357195,0.770519263,0.558829234,0.737179487
print,0.739575138,0.760665221,0.726429675,0.518304559,0.753205128
friend,0.758278146,0.788864787,0.784246575,0.571222893,0.733974359
corner,0.755659641,0.773680405,0.734446131,0.545212523,0.778135048
peaceful,0.785315243,0.8054953,0.779714739,0.607539546,0.790996785
engine,0.741660202,0.759219089,0.715568862,0.516763883,0.769726248
nikond40,0.751435603,0.780911063,0.765886288,0.555697278,0.737520129
d70,0.764026403,0.793203181,0.782094595,0.58015998,0.746774194
kent,0.710526316,0.745480839,0.724832215,0.483587359,0.696774194
still,0.751219512,0.778741866,0.75613748,0.552015938,0.746365105
end,0.720720721,0.753434563,0.73089701,0.500085333,0.71082391
eu,0.758223684,0.787418655,0.772194305,0.56865703,0.744749596
hipstamatic,0.737349398,0.763557484,0.733226837,0.522371619,0.741518578
map,0.717408907,0.747650036,0.719155844,0.489455752,0.715670436
early,0.7552,0.778741866,0.748019017,0.553386972,0.762520194
adobe,0.732186732,0.763557484,0.742524917,0.520609688,0.722132472
bayarea,0.689655172,0.720173536,0.684713376,0.43490646,0.694668821
dramatic,0.75965327,0.779464931,0.741538462,0.556136993,0.778675283
2004,0.752653061,0.780911063,0.759472817,0.556055949,0.745954693
david,0.727272727,0.761388286,0.741989882,0.515338739,0.713128039
company,0.72659176,0.736080983,0.675487465,0.474332313,0.786061588
atlanta,0.722495895,0.75560376,0.732113145,0.504216957,0.713128039
paul,0.749793559,0.780911063,0.764309764,0.555063245,0.735818476
hands,0.732849072,0.760665221,0.728731942,0.516096706,0.737012987
dogs,0.734527687,0.76428055,0.736928105,0.522568143,0.732142857
dock,0.746774194,0.772957339,0.7408,0.541031738,0.752845528
youth,0.74437299,0.770065076,0.73608903,0.535485466,0.752845528
mother,0.716317992,0.754880694,0.737931034,0.500857567,0.695934959
noir,0.743801653,0.775849602,0.756302521,0.544669598,0.731707317
hike,0.785016287,0.809110629,0.7862969,0.61336561,0.783739837
dutch,0.738190552,0.763557484,0.727129338,0.522724466,0.749593496
waiting,0.742496051,0.76428055,0.720858896,0.525523509,0.765472313
lunch,0.737880033,0.76934201,0.744610282,0.531970758,0.731270358
football,0.719082719,0.751988431,0.722039474,0.497082911,0.716150082
gardens,0.76810415,0.793926247,0.764991896,0.582683518,0.77124183
denmark,0.737691687,0.765003615,0.728867624,0.524912561,0.746732026
decoration,0.747505756,0.762111352,0.704775687,0.52418315,0.795751634
four,0.729795918,0.760665221,0.729200653,0.515000588,0.730392157
pano,0.75951417,0.785249458,0.752808989,0.565551117,0.766339869
queens,0.718581342,0.736080983,0.680291971,0.471590927,0.761437908
flora,0.781326781,0.806941432,0.781967213,0.608511455,0.780687398
artwork,0.742949234,0.76934201,0.731746032,0.533857823,0.754500818
palace,0.740432612,0.774403471,0.752961083,0.541041776,0.728314239
facade,0.739509105,0.762111352,0.715160796,0.521080048,0.76557377
magic,0.772914946,0.801156905,0.778702163,0.596083446,0.767213115
sooc,0.713216958,0.750542299,0.723440135,0.492565584,0.703278689
branch,0.777686628,0.804049168,0.778325123,0.602509076,0.77704918
cliff,0.790438247,0.809833695,0.768992248,0.616628986,0.813114754
flickraward,0.795061728,0.819956616,0.797029703,0.634521888,0.793103448
pub,0.742138365,0.762834418,0.711915535,0.523324948,0.775041051
salt,0.712439418,0.742588576,0.701112878,0.479565173,0.724137931
barcelona,0.746580853,0.772234273,0.731861199,0.539904125,0.761904762
mass,0.720198675,0.75560376,0.725,0.503270766,0.715460526
danger,0.733333333,0.757049892,0.708588957,0.51072495,0.759868421
relax,0.741554054,0.778741866,0.762152778,0.54837491,0.722039474
halloween,0.732463295,0.762834418,0.725363489,0.519512929,0.73970346
coastal,0.740861089,0.76934201,0.7296,0.533132693,0.752475248
painted,0.725972994,0.750542299,0.698776758,0.497677019,0.755371901
southamerica,0.718672199,0.754880694,0.721666667,0.501510343,0.715702479
baltimore,0.714872638,0.749096168,0.710784314,0.490870378,0.719008264
architectural,0.742386831,0.773680405,0.739344262,0.540587639,0.745454545
dynamic,0.737184703,0.766449747,0.725961538,0.527125432,0.748760331
louisiana,0.684954281,0.725958062,0.688963211,0.442486404,0.680991736
seaside,0.716949153,0.758496023,0.735652174,0.506593747,0.699173554
chain,0.743801653,0.775849602,0.742574257,0.544573829,0.745033113
alabama,0.674418605,0.716558207,0.676666667,0.423463202,0.67218543
f18,0.728940784,0.765003615,0.734453782,0.52155873,0.723509934
newengland,0.682392586,0.727404194,0.694682676,0.443764756,0.670529801
george,0.722548198,0.760665221,0.731748727,0.512180749,0.713576159
landscapes,0.813758389,0.839479393,0.823429542,0.672750644,0.804311774
18,0.719387755,0.761388286,0.738219895,0.512075435,0.701492537
umbrella,0.712605042,0.752711497,0.721088435,0.495652675,0.704318937
underground,0.733930024,0.763557484,0.719298246,0.521336284,0.749169435
automobile,0.705107084,0.741142444,0.699346405,0.474464874,0.710963455
flags,0.728476821,0.762834418,0.726072607,0.517954603,0.73089701
gas,0.723300971,0.752711497,0.703937008,0.500077157,0.743760399
class,0.729354047,0.760665221,0.717041801,0.514950226,0.742096506
camping,0.753526971,0.785249458,0.751655629,0.563266408,0.755407654
neighborhood,0.736334405,0.762834418,0.712286159,0.521274508,0.762063228
illustration,0.717131474,0.743311641,0.688073394,0.48295363,0.74875208
composition,0.773067332,0.802603037,0.771144279,0.598405146,0.775
highdynamicrange,0.776683087,0.803326103,0.765372168,0.60104105,0.788333333
maine,0.689189189,0.733911786,0.698630137,0.45664651,0.68
10,0.720198675,0.75560376,0.715460526,0.503270766,0.725
az,0.669484362,0.717281273,0.678082192,0.422554372,0.661101836
skies,0.75465587,0.780911063,0.732704403,0.557066708,0.777963272
nikond300,0.763422819,0.796095445,0.767284992,0.584269423,0.759599332
full,0.699241786,0.74186551,0.704584041,0.47317209,0.693979933
dome,0.742714405,0.776572668,0.739635158,0.545276363,0.745819398
logo,0.755417957,0.771511208,0.703170029,0.543245695,0.816053512
edinburgh,0.703459638,0.739696312,0.693181818,0.471591741,0.714046823
mm,0.736217133,0.775126537,0.746987952,0.5403209,0.725752508
standing,0.722591362,0.758496023,0.716639209,0.508789056,0.728643216
filter,0.756260434,0.788864787,0.75374376,0.570039606,0.75879397
pic,0.767346939,0.793926247,0.747217806,0.582642865,0.788590604
marina,0.724587315,0.770788142,0.751351351,0.528728664,0.69966443
hongkong,0.702242846,0.721619667,0.651362984,0.443850239,0.761744966
korea,0.678868552,0.720896602,0.673267327,0.432095692,0.684563758
pine,0.776094276,0.807664497,0.777403035,0.607527306,0.774789916
lifestyle,0.733660131,0.76428055,0.713831479,0.522538818,0.754621849
ceiling,0.714404663,0.751988431,0.707920792,0.495267827,0.721008403
race,0.697278912,0.742588576,0.705679862,0.473434736,0.68907563
islands,0.753117207,0.785249458,0.743842365,0.563150288,0.762626263
pavement,0.723369116,0.757772957,0.709886548,0.508073224,0.737373737
steam,0.732722731,0.767895879,0.724876442,0.527653381,0.740740741
waterfront,0.725274725,0.765003615,0.728353141,0.519974753,0.722222222
stand,0.729880478,0.754880694,0.6918429,0.5067641,0.772344013
daytime,0.726970954,0.762111352,0.715686275,0.516301453,0.738617201
skyscraper,0.743142145,0.776572668,0.732786885,0.545515262,0.753794266
f14,0.722082284,0.760665221,0.717863105,0.511936303,0.726351351
foliage,0.773770492,0.800433839,0.751592357,0.595523191,0.797297297
lane,0.707587383,0.751988431,0.714285714,0.492303247,0.701013514
single,0.72605042,0.76428055,0.722408027,0.519206857,0.72972973
plaza,0.722452361,0.757772957,0.707792208,0.50773453,0.737732657
blog,0.711221122,0.74692697,0.694041868,0.486241395,0.72927242
zuiko,0.758913413,0.794649313,0.760204082,0.580073001,0.757627119
crossing,0.734283319,0.770788142,0.726368159,0.532799647,0.742372881
daylight,0.745033113,0.777295734,0.72815534,0.547532249,0.762711864
photographs,0.731128075,0.770788142,0.731748727,0.531380373,0.730508475
atmosphere,0.750642674,0.789587852,0.757785467,0.568681899,0.743633277
blonde,0.725589226,0.76428055,0.718333333,0.519035549,0.732993197
real,0.714408973,0.760665221,0.725043783,0.508511372,0.704081633
kitchen,0.757154538,0.785249458,0.727987421,0.565225537,0.788756388
unesco,0.76910017,0.803326103,0.766497462,0.597818975,0.771720613
mall,0.714617169,0.73318872,0.654390935,0.468063062,0.787052811
tourists,0.738512949,0.773680405,0.724590164,0.539152634,0.752981261
shoot,0.717105263,0.751265365,0.693163752,0.495641812,0.742759796
sunglasses,0.704296546,0.746203905,0.696666667,0.482050658,0.7120954
theatre,0.738539898,0.777295734,0.734797297,0.544594002,0.742320819
over,0.72,0.762111352,0.718166384,0.51321416,0.721843003
tile,0.746867168,0.780911063,0.731587561,0.553898989,0.762798635
queen,0.713087248,0.752711497,0.701320132,0.495913904,0.725255973
montreal,0.732371795,0.758496023,0.690332326,0.513827727,0.779863481
darkness,0.72361809,0.761388286,0.710526316,0.513819794,0.737201365
middle,0.695205479,0.742588576,0.697594502,0.472431529,0.692832765
60d,0.717817562,0.760665221,0.717206133,0.510033769,0.718430034
washingtondc,0.721682848,0.751265365,0.686153846,0.497933701,0.76109215
voyage,0.742906277,0.783803326,0.748700173,0.556400285,0.737201365
bath,0.756711409,0.790310918,0.742998353,0.572577706,0.770940171
favorite,0.727592267,0.775849602,0.748643761,0.537430247,0.707692308
advertising,0.732737612,0.762111352,0.698142415,0.519351864,0.770940171
fair,0.693019344,0.736080983,0.682119205,0.461670863,0.704273504
flare,0.742180896,0.779464931,0.732888147,0.549562874,0.751712329
saturday,0.701276596,0.746203905,0.697123519,0.480674243,0.705479452
guitar,0.703919933,0.743311641,0.686178862,0.477639571,0.72260274
indoor,0.746071133,0.7780188,0.7216,0.549299557,0.772260274
chris,0.726637555,0.773680405,0.741532977,0.533679778,0.712328767
arts,0.743393009,0.782357195,0.740237691,0.554447307,0.746575342
connecticut,0.68044789,0.731742589,0.68457539,0.449309723,0.676369863
cathedral,0.739093242,0.779464931,0.737201365,0.548112327,0.740994854
jump,0.763113367,0.797541576,0.752921536,0.586402242,0.773584906
spanish,0.706806283,0.757049892,0.719360568,0.49950671,0.694682676
irish,0.721561969,0.762834418,0.714285714,0.515050182,0.728987993
supershot,0.806534824,0.837310195,0.807228916,0.666173181,0.805841924
kentucky,0.704680851,0.749096168,0.698145025,0.486612258,0.711340206
fruit,0.739059968,0.767172813,0.699386503,0.530095157,0.783505155
365days,0.712283594,0.747650036,0.684627575,0.488209565,0.742268041
bear,0.703610411,0.744757773,0.688013136,0.479685637,0.719931271
library,0.72305141,0.758496023,0.698717949,0.509408833,0.749140893
mediterranean,0.745266781,0.785972523,0.745266781,0.560728128,0.745266781
block,0.722408027,0.759942155,0.701298701,0.511280372,0.744827586
handheld,0.72615923,0.773680405,0.737122558,0.533379182,0.715517241
miami,0.701754386,0.74186551,0.680713128,0.474603903,0.724137931
tokina,0.730868444,0.773680405,0.728987993,0.535611796,0.732758621
mini,0.710391823,0.754157628,0.702020202,0.496876745,0.718965517
phoenix,0.678111588,0.728850325,0.675213675,0.443890435,0.681034483
working,0.699346405,0.733911786,0.663565891,0.461937113,0.739205527
canon40d,0.766244726,0.799710774,0.749174917,0.59119823,0.784110535
dinner,0.727112676,0.775849602,0.741472172,0.537049635,0.713298791
clean,0.703259005,0.749819234,0.697278912,0.487036501,0.709342561
duck,0.73396065,0.775126537,0.725888325,0.539262221,0.742214533
energy,0.701013514,0.744034707,0.684818482,0.477464843,0.71799308
freedom,0.704412989,0.743311641,0.678972713,0.47813817,0.73183391
mill,0.730185497,0.768618944,0.712171053,0.527880605,0.749134948
pose,0.741176471,0.777295734,0.719412724,0.546058689,0.764298094
break,0.707401033,0.754157628,0.702564103,0.495448283,0.712305026
running,0.738461538,0.778741866,0.728499157,0.546794347,0.748700173
flat,0.727896996,0.770788142,0.721088435,0.529926242,0.734835355
row,0.710373444,0.747650036,0.680445151,0.487564059,0.743055556
cielo,0.788185654,0.818510484,0.76683087,0.629640654,0.810763889
body,0.723265306,0.754880694,0.682588598,0.50467657,0.769097222
shape,0.711148649,0.752711497,0.692434211,0.495242547,0.730902778
or,0.700256191,0.746203905,0.68907563,0.480293945,0.711805556
portraits,0.727430556,0.772957339,0.726169844,0.532883853,0.728695652
contemporary,0.763358779,0.798264642,0.745033113,0.587740676,0.782608696
50,0.724935733,0.767895879,0.714527027,0.524258944,0.735652174
motorcycle,0.678082192,0.72812726,0.667790894,0.442884784,0.688695652
theater,0.723404255,0.765003615,0.707154742,0.51931766,0.740418118
soft,0.74451273,0.789587852,0.750442478,0.565674923,0.738675958
550d,0.773152082,0.806941432,0.754560531,0.60529936,0.792682927
curve,0.737552743,0.775126537,0.714052288,0.541214268,0.762652705
michael,0.718360071,0.771511208,0.734061931,0.526293883,0.703315881
bed,0.731623932,0.772957339,0.716917923,0.535025505,0.746945899
barn,0.716521739,0.76428055,0.714038128,0.514793243,0.719022688
rome,0.735319149,0.775126537,0.717607973,0.540051522,0.753926702
wow,0.757894737,0.800433839,0.761904762,0.588161038,0.753926702
alley,0.712121212,0.752711497,0.686688312,0.495911755,0.73951049
alaska,0.667239897,0.720173536,0.656514382,0.425928727,0.678321678
development,0.736122972,0.776572668,0.719532554,0.542571103,0.753496503
lincoln,0.712014134,0.76428055,0.719642857,0.512541679,0.704545455
sale,0.708263069,0.749819234,0.682926829,0.489802838,0.735551664
getty,0.737564322,0.778741866,0.72147651,0.546478656,0.754385965
walkway,0.745196324,0.779464931,0.711323764,0.551580733,0.78245614
year,0.715173026,0.767895879,0.723518851,0.519365871,0.707017544
hungary,0.704446382,0.754880694,0.70017331,0.495071194,0.70877193
exhibition,0.745362563,0.781634129,0.717532468,0.554726129,0.775438596
verde,0.76173605,0.8054953,0.769230769,0.597437421,0.754385965
vietnam,0.687127025,0.734634852,0.668325041,0.457060521,0.707017544
driving,0.711719418,0.756326826,0.693333333,0.500955642,0.731107206
ilford,0.725370532,0.772234273,0.719723183,0.530826451,0.731107206
a,0.724137931,0.768618944,0.710659898,0.525008533,0.738137083
technology,0.719412724,0.751265365,0.671232877,0.49809472,0.775043937
balcony,0.724353256,0.776572668,0.735507246,0.536583938,0.713532513
l,0.72885789,0.775126537,0.72193437,0.536794187,0.735915493
mission,0.690140845,0.745480839,0.690140845,0.474189925,0.690140845
team,0.694017094,0.741142444,0.674418605,0.470034402,0.714788732
eating,0.708729473,0.756326826,0.696095076,0.499401199,0.721830986
detroit,0.729218107,0.762111352,0.684698609,0.518690902,0.779929577
glasgow,0.706081081,0.748373102,0.678571429,0.486737706,0.735915493
luxury,0.727583262,0.76934201,0.705298013,0.527929276,0.751322751
moss,0.772612003,0.8054953,0.741883117,0.603190247,0.805996473
scary,0.724762726,0.76934201,0.709459459,0.526415113,0.740740741
kansas,0.681699913,0.734634852,0.670648464,0.454279494,0.693121693
el,0.687830688,0.744034707,0.687830688,0.470918923,0.687830688
tag,0.735880399,0.770065076,0.694357367,0.533580934,0.782685512
nighttime,0.691006233,0.749096168,0.696588869,0.479830043,0.685512367
special,0.6882662,0.742588576,0.682291667,0.469083004,0.69434629
playing,0.745030251,0.786695589,0.72927242,0.561833665,0.761484099
denver,0.688811189,0.742588576,0.680483592,0.469385116,0.697345133
towers,0.741125541,0.783803326,0.725423729,0.55567578,0.757522124
pipe,0.73024055,0.772957339,0.70951586,0.534524118,0.752212389
wi,0.662173547,0.710050615,0.631832797,0.409239412,0.695575221
southafrica,0.705161855,0.756326826,0.697231834,0.497567454,0.713274336
