,ndcg
vehicles,0.458570773
biodiversity,0.458566936
dad,0.458538079
40150mm,0.458531326
arnhem,0.458516922
neopan,0.45851257
edge,0.45849119
greenwood,0.458451266
shut,0.458423542
shard,0.458402947
1001nightsmagiccity,0.458401169
rubble,0.458361617
vibrant,0.458332274
feather,0.458325926
70,0.458263316
honey,0.458245251
ag,0.458225149
perfection,0.458163479
vincent,0.458153408
burn,0.458144977
amp,0.458129773
catamaran,0.458123396
dull,0.458088078
log,0.458049183
northyorkshire,0.458038176
defense,0.45803685
cumulus,0.457962176
grace,0.457950931
osaka,0.457898853
pablo,0.457828555
iso100,0.457805848
lucky,0.457789673
crosscountry,0.457778487
leicam8,0.457763835
francis,0.457747949
baybridge,0.45774726
ash,0.457691864
ships,0.457681562
geo,0.457666039
fallcolors,0.457656581
1926,0.457605838
seller,0.457542082
sonne,0.457526835
architettura,0.457512761
bedford,0.457488157
barn,0.457473965
spin,0.457466826
dia,0.457435212
summertime,0.457427426
100400mm,0.457415344
robinson,0.45739943
analogic,0.457367979
alamedacounty,0.457316419
stream,0.4573047
metropole,0.457298347
pub,0.457276376
mills,0.457253844
beachfront,0.45723633
a900,0.457183715
olympuse510,0.457174701
dubai,0.457108253
balloons,0.4571031
patriot,0.457102425
topography,0.457094625
battersea,0.457079525
darkroom,0.457060066
greenery,0.457046084
chiesa,0.457006082
soma,0.456969044
fleur,0.456945959
hbw,0.456925979
mature,0.45690942
daylight,0.456900366
shabby,0.456823032
bn,0.456821267
eastyorkshire,0.456809072
lone,0.456805706
obama,0.456760528
andes,0.456734052
celebrations,0.456706897
jewel,0.456686723
aa,0.456625387
prehistoric,0.456596158
reflexions,0.45657003
centro,0.456556901
ceredigion,0.456555681
400iso,0.456552925
fifty,0.456542443
bayern,0.456523719
nuevayork,0.456510185
kiss,0.456500104
healthcare,0.456460295
remote,0.456408878
sincity,0.456383878
gente,0.456329502
sb600,0.456326538
kent,0.456301245
42,0.456292897
senate,0.456268477
canonpowershot,0.45626334
experience,0.456232378
dam,0.456208939
crag,0.456171373
lyrics,0.456101171
ombra,0.455997872
greatphotographers,0.455980977
shovel,0.45597235
edwardian,0.455957911
erjkprunczyk,0.455853618
bracken,0.455849628
taichung,0.455838922
mainstreet,0.455815289
brabant,0.455805187
restored,0.455796006
x100,0.455783328
fairfield,0.455749604
hawker,0.455744733
mirage,0.455743475
holidaysvacanzeurlaub,0.455725444
daytrip,0.455722252
converted,0.455719851
riviere,0.455716444
feeling,0.455714992
nuages,0.455711547
1442mm,0.455706395
wheels,0.455700521
ads,0.455678093
chatham,0.455669789
protest,0.455668993
stucco,0.455647633
noflash,0.455646436
canon350d,0.455508646
lewes,0.455508615
leo,0.455463021
suiza,0.455462322
z,0.455441463
mark2,0.455436499
berg,0.455432833
days,0.455428127
w1,0.455427881
1988,0.455424422
carry,0.455417683
eight,0.455413004
firedepartment,0.455411605
evolution,0.4553794
kites,0.455365898
wreck,0.455348059
k7,0.455306539
hour,0.45530266
gran,0.45524235
tournament,0.45520482
hampshire,0.455154218
espana,0.455137328
russia,0.455124207
organization,0.455120145
chain,0.455085399
mercedesbenz,0.455063294
moment,0.455048662
cozy,0.455025616
fighter,0.4549765
bollard,0.454970662
erba,0.454952025
moses,0.454948054
htc,0.454937292
160,0.454904388
waterway,0.454895268
1920,0.454841983
geographic,0.454820947
maui,0.454774222
perro,0.45475304
underneath,0.454741465
digitalsinglelensreflex,0.454734073
photoaday,0.454724179
estadosunidos,0.454685271
baleares,0.454685246
chocolate,0.45468502
clarity,0.454661094
usflag,0.454655614
1920s,0.454642501
moselle,0.454635771
fleurs,0.454547421
promo,0.454446834
reds,0.454416809
inspiration,0.454412563
santos,0.454367626
floats,0.454341968
championship,0.454333438
mannequin,0.454280268
arbol,0.454239421
coth,0.454230961
inflight,0.454217684
englishchannel,0.454211162
halifax,0.454193025
cubs,0.454175584
lilly,0.45417117
emirates,0.45415278
smoker,0.454133876
bell,0.454130509
sanfranciscobay,0.454126349
100mm,0.454125829
knoxville,0.454095009
picardie,0.454091317
books,0.454071079
hue,0.454062249
adelaide,0.454055152
yosemitenationalpark,0.454053344
fair,0.454000418
leigh,0.453998511
magic,0.453989399
coldwar,0.453983385
derry,0.453968989
5xp,0.453963036
alta,0.453941554
mint,0.453922173
canoneosdigitalrebelxt,0.453915936
chalk,0.45381081
fly,0.45378704
amusementpark,0.453774627
k20d,0.453766125
bnsf,0.453640508
conifers,0.453597985
edinburgh,0.453586588
d5000,0.453586399
om,0.45353452
highlights,0.45353177
flat,0.453501993
ristorante,0.453492798
contax,0.453482087
jellyfish,0.453454741
highdynamicrange,0.453451519
scared,0.453389652
flagstaff,0.453353179
clare,0.453352933
oxidation,0.453347851
hen,0.453324124
paisaje,0.453307637
hello,0.453283997
isle,0.453280768
loch,0.453275219
13th,0.453251788
repair,0.453237722
passing,0.453151086
ciudad,0.453126141
editing,0.453118911
alamo,0.453102129
azul,0.453083329
sabah,0.453082432
hwy,0.453035174
f5,0.453018997
dame,0.453004746
stuff,0.45300348
ironwork,0.452923512
dmctz3,0.452900229
kerk,0.45286823
humid,0.452864089
desire,0.452856665
diablo,0.452804031
trumpet,0.452780556
album,0.45276409
belgrade,0.45274618
kasteel,0.452732898
bakersfield,0.452726926
monaco,0.452684212
a300,0.452672201
11,0.452672147
clubs,0.452631869
piazza,0.452626624
stacked,0.452538963
sandwich,0.452482504
napoli,0.452455273
princeton,0.4524385
buckinghamshire,0.452431732
canon20d,0.452408663
parked,0.452399284
animation,0.452394653
republika,0.452367072
cinematic,0.452317292
apparatus,0.452295372
f3556,0.452293246
rye,0.452272716
bookstore,0.452220841
she,0.452175261
biking,0.452151176
parent,0.452123115
barrel,0.452096562
agriculture,0.452082253
floors,0.452071656
moored,0.452068514
lr,0.452047264
canoneos550d,0.452034562
chesterfield,0.452031835
hip,0.451916382
lx3,0.451868238
priory,0.451863684
icecream,0.451857592
cambridgeshire,0.451849116
tara,0.451824713
bathroom,0.451807252
all,0.451786497
prc,0.451765748
blind,0.451723658
frontier,0.451687106
documentary,0.451669559
snacks,0.451657016
anyhoo,0.45165466
rot,0.451641387
narrow,0.451633793
moorland,0.451613245
duotone,0.451587351
skylight,0.451580669
barrage,0.451575359
prague,0.451557241
railways,0.451553058
breaking,0.451545071
waterloo,0.451518961
midway,0.451504928
weitwinkel,0.451440111
melancholy,0.451426027
famous,0.451417938
haven,0.451413534
license,0.451391765
lothian,0.451382677
campo,0.451304264
abc,0.451301146
arbre,0.451291724
historicdistrict,0.45126798
across,0.451261263
frenchquarter,0.451244785
sonnenaufgang,0.451243717
exclusive,0.451234308
working,0.451203763
pietra,0.451197002
facilities,0.451178285
athletes,0.451170385
ericsson,0.451160383
destroy,0.451138116
nationalparkservice,0.451103084
senior,0.451014351
eastcoast,0.450944643
brilliant,0.450939413
coach,0.450937964
goods,0.450935366
rollercoaster,0.450910103
belle,0.450892797
billboards,0.450868637
angleterre,0.450851101
jane,0.450839231
coastal,0.45074415
southeastasia,0.450742156
italianate,0.450688343
banco,0.450684633
dike,0.450604078
glasses,0.450558554
degree,0.450553029
infrastructure,0.450534487
branco,0.450512801
moi,0.450479815
photographe,0.450470006
clown,0.450469792
coastguard,0.450469131
bailey,0.450457179
maxxum,0.450455364
mac,0.450452496
backdrop,0.45043221
campaign,0.450421153
son,0.450400035
50faves,0.450343037
bella,0.450301675
elmada,0.450295098
architechture,0.450272866
composite,0.450249329
g9,0.450234498
bronica,0.450222905
boss,0.4501972
boutique,0.450175056
peter,0.450117582
burned,0.450072002
negative,0.450026763
spoon,0.449901687
viaje,0.449802169
afghanistan,0.449774985
blast,0.449759976
dale,0.449753967
beat,0.449749348
ef,0.449742901
viajar,0.44973443
pit,0.449728288
ness,0.449653879
fells,0.44962997
cusco,0.449623142
xian,0.449558447
groen,0.44949823
k200d,0.449421828
berry,0.449364562
cycle,0.449360698
executive,0.44935713
sintra,0.449294767
spanje,0.44929364
gbr,0.449275314
canonef2470mmf28lusm,0.449252889
1974,0.449187902
turtle,0.449182588
taillights,0.449174766
latin,0.449160928
moc,0.449139096
wine,0.449122093
growing,0.449104558
krakow,0.449059428
pr,0.449048875
translucent,0.44904161
arsenal,0.449026658
municipality,0.449023143
engineers,0.449021494
erik,0.449013706
driver,0.449006511
irish,0.448954855
brake,0.448935474
decrepit,0.448888763
westport,0.448848687
make,0.448836227
dramatic,0.448835089
ektachrome,0.448813421
tyre,0.448806091
diego,0.448794608
parker,0.448791865
bruges,0.44874577
autobahn,0.448734793
cordoba,0.448721071
dominican,0.448715725
albuquerque,0.448699932
ace,0.448691122
scout,0.44869014
herbst,0.448679698
fred,0.448588969
gauge,0.448582224
jungle,0.448574146
coco,0.448571027
curtains,0.448563803
cctv,0.448552389
breed,0.448526944
midatlantic,0.4485105
montanha,0.448448538
25faves,0.448437672
meadows,0.448432973
snorkeling,0.448432865
grant,0.448408838
trading,0.448401915
cam,0.448377057
napoleon,0.448366173
ri,0.448344754
pipeline,0.448280066
television,0.44825382
manuel,0.448247301
desierto,0.448221009
middle,0.448180312
eldorado,0.448173969
sonomacounty,0.448091258
tallinn,0.448066302
snap,0.447999626
f56,0.447937282
pirate,0.447917184
19th,0.447915274
corfu,0.44790796
flanders,0.447903026
beton,0.447818591
civic,0.447801631
riding,0.4477936
granada,0.447792895
schild,0.447789521
performer,0.447771191
canterbury,0.447753693
eis,0.447690283
praha,0.447677592
joey,0.447667891
column,0.447628865
d3000,0.447615233
euro,0.447608188
extremadura,0.447594301
scanned,0.44757437
ptgui,0.447555695
silesia,0.447542108
animalia,0.447480474
jimmy,0.447469275
viaduct,0.447468267
copper,0.447420263
1987,0.447419398
conway,0.447396625
chattanooga,0.447353757
stack,0.447337576
visayas,0.447300212
teen,0.447270265
alarm,0.447243034
nikonflickraward,0.44723895
flip,0.447179138
elpaso,0.447136444
westyorkshire,0.447118084
belfast,0.44707945
feline,0.447070876
zenit,0.447065042
athens,0.447054453
manager,0.44703051
polen,0.446965773
lanterns,0.446964917
phantom,0.446944958
excavation,0.446891337
blossoms,0.446883042
dressing,0.446881291
docks,0.446844074
tag,0.446825611
fayetteville,0.446788411
juneau,0.4467526
champ,0.446744903
dreams,0.446671659
asph,0.446666525
opening,0.446636454
50club,0.446602297
escarpment,0.446594408
button,0.4465663
punta,0.446478614
ages,0.446438325
bum,0.446434186
docklands,0.446431778
zero,0.446424388
carson,0.446381907
treeline,0.446371572
chip,0.446345169
blackpool,0.446334779
match,0.446280697
interestingness,0.446222783
croydon,0.446211568
riders,0.446211523
fuente,0.446180499
masonry,0.446179431
orchestra,0.44616124
canon1022,0.446114119
convertible,0.446074786
safety,0.446042467
condominiums,0.445998818
woodstock,0.445899102
suv,0.44589807
pointshoot,0.4458792
character,0.445876737
northeastengland,0.445872432
crystal,0.445868003
16mm,0.445867821
historico,0.445854631
lietuva,0.445834943
mansfield,0.445819832
barack,0.445792792
apps,0.44575005
sal,0.44574762
esp,0.44573426
balls,0.445730561
volleyball,0.445686796
oz,0.445653521
stork,0.445644983
chaos,0.445616712
era,0.445559056
cooking,0.445540931
korean,0.445525042
hp5,0.445523494
santorini,0.445514852
fotocompetitionbronze,0.445478045
literature,0.445459531
ultrawideangle,0.445459023
globe,0.445455662
spirits,0.445430484
otw,0.4453818
zone,0.445340089
minimalistic,0.445289143
nations,0.445287391
rajasthan,0.445254229
pointing,0.445252691
grave,0.445239437
frogs,0.445232807
firetruck,0.445214754
crosses,0.445206046
100views,0.445193589
bands,0.445187234
rehab,0.445157111
elephant,0.44513104
architecturaldetail,0.445121346
pierre,0.445048589
travelling,0.445042608
poor,0.445032105
cs5,0.445023079
standing,0.444961235
border,0.444960948
automotive,0.444865246
d600,0.444843881
textures,0.444842826
arches,0.444838651
rails,0.44483509
2470,0.444830821
tire,0.44482259
hillsborough,0.444775603
diamonds,0.44476056
boulder,0.444742082
hannover,0.444734753
nightscene,0.444728462
neighborhood,0.444707016
puerto,0.444642954
centrum,0.444607069
rd,0.444596324
wisdom,0.444546058
marines,0.444507009
wheat,0.444472409
illuminate,0.444461125
festa,0.444440128
slow,0.444432292
session,0.444425482
nicolas,0.444416251
6th,0.444407029
decorated,0.444397961
bombardier,0.44437445
crashing,0.444370043
lucisart,0.444353705
pencil,0.444309977
jacksonville,0.44430363
reis,0.444208706
duomo,0.444204392
paesaggi,0.444202815
spill,0.444200574
nurse,0.444199254
elementary,0.444140277
marshall,0.444136045
paddock,0.444104434
blythe,0.444090921
darling,0.444072071
e1,0.444043077
independence,0.444036093
desktop,0.444029507
crete,0.443982667
frenchriviera,0.443977727
majorca,0.443966361
activity,0.443927794
a550,0.443908484
11th,0.443900949
jail,0.443879255
kr,0.4438316
curves,0.443757505
faded,0.44374246
a330,0.443710747
bo,0.443703415
1980s,0.443700713
felsen,0.443700672
barge,0.443694707
cumbria,0.443670925
alone,0.443643036
cookcounty,0.443625834
communications,0.443605152
tops,0.443595768
stairway,0.443577777
eastriver,0.443565858
tshirt,0.443501548
mine,0.443481321
500d,0.44347376
editorial,0.443458099
digging,0.443452871
eagle,0.443443944
apocalypse,0.443394222
captured,0.443386645
pride,0.443264861
tudor,0.443250066
safari,0.443190618
worcester,0.443183758
hit,0.443181844
betterthangood,0.443179819
iguana,0.443040193
mongolia,0.44301444
attractive,0.442996617
pontoon,0.442942241
humans,0.442941011
mosaic,0.442932512
nat,0.442923801
hoodie,0.442921209
gary,0.442899083
eastbourne,0.442883972
coupe,0.442878947
renovation,0.442872468
bach,0.442856208
tunnel,0.442764678
hackney,0.442711912
farewell,0.442698286
fe,0.442683556
sf,0.442671005
marcus,0.442656966
flour,0.44264035
reflexion,0.442618932
alumni,0.442605046
europeanunion,0.442594107
val,0.442591003
catedral,0.442581732
mermaid,0.44256354
grange,0.442554714
avalon,0.44251733
couples,0.44250739
drag,0.442488523
counties,0.442478709
thought,0.442468953
heads,0.442463103
1981,0.442443436
2003,0.442382656
canberra,0.442365465
presidio,0.442350885
centennial,0.44234244
danmark,0.442285661
castro,0.442274596
sunburst,0.442254866
velvia,0.442140427
joel,0.442094668
selected,0.442093455
ipod,0.44207
headphones,0.442062663
subway,0.442046692
holes,0.44204665
independent,0.442021547
coaster,0.441978823
welsh,0.441926085
emily,0.441919339
philippines,0.441917956
religion,0.44189647
schnee,0.441855316
sharon,0.441843552
karst,0.441820425
foret,0.441819269
burial,0.441732855
of,0.44172456
snorkel,0.441698361
just,0.441682508
keeper,0.441656237
hampton,0.441606121
facebook,0.441583054
neve,0.441506732
canaries,0.441477827
lagoon,0.441470771
marais,0.441450671
mecklenburg,0.441405582
pop,0.441401082
list,0.441391691
own,0.441370238
gris,0.441368274
boca,0.441368227
1685mm,0.441359445
resolution,0.441320419
package,0.441285588
15,0.441265529
lateafternoon,0.441265301
methodist,0.441261085
altstadt,0.441256373
sonya100,0.44125156
creepy,0.441250276
block,0.441199395
engeland,0.441196432
panoramica,0.4411428
haze,0.441137891
attic,0.441134491
delft,0.441124162
belfry,0.441113996
bogota,0.441099344
journal,0.44101595
dust,0.44101548
cans,0.440998017
nfl,0.440996287
made,0.440942801
kentucky,0.440938354
nam,0.44088979
swans,0.440852355
quintanaroo,0.440851514
factory,0.440789191
autaut,0.440721235
stool,0.440695225
developer,0.440656347
shots,0.440642909
trick,0.440613623
12th,0.440595848
broadcast,0.44059354
illustration,0.440581115
gas,0.440553145
globalwarming,0.440550905
chine,0.440550407
musica,0.44050134
southeastern,0.440480337
aegean,0.440468385
township,0.4404658
rouge,0.440437966
oscar,0.440433764
views25,0.440427447
backcountry,0.440398412
hrvatska,0.440389649
cowboy,0.440380115
1972,0.440369836
gardening,0.440362738
yacht,0.440362536
headshot,0.44031408
barber,0.440313693
kalt,0.440291628
daybreak,0.440287967
adam,0.440282428
namibia,0.440260116
electric,0.440241852
foodporn,0.440228175
124,0.440218344
bottles,0.440176841
andalusia,0.44014794
israel,0.440135331
job,0.440110591
8mm,0.440097839
mersey,0.440066392
qtpfsgui,0.440019686
butcher,0.440004399
met,0.439998184
slovenija,0.439996939
appalachia,0.439983656
temperature,0.439983151
basquecountry,0.439979222
atmosphere,0.439974245
lofi,0.439964385
chico,0.439951892
retail,0.439931459
islands,0.439923514
magazine,0.439912429
barbecue,0.439878316
frederick,0.439871001
cannon,0.439839976
mind,0.439819202
bigpicture2008,0.439795835
ltytr1,0.439770005
kiteaerialphotography,0.439764906
coffeeshop,0.439754948
basilica,0.439751681
geocaching,0.439733779
gta,0.439719954
statues,0.439708853
ledge,0.439669819
caldera,0.439663136
framing,0.439659289
lexington,0.439596555
formosa,0.439585606
edificio,0.439584292
fav,0.439519778
gig,0.439481626
aarhus,0.439480602
lesbian,0.439478014
venue,0.439461062
catchycolors,0.439454663
bradley,0.439422698
vacations,0.439381325
athletic,0.439370266
catania,0.439346256
tranquility,0.439346181
100commentgroup,0.439344054
viagem,0.439324276
instantfave,0.439256267
felix,0.439250956
lowersaxony,0.439199038
artofimages,0.439195071
woodbridge,0.439146131
driving,0.439117765
rua,0.439113988
vila,0.439101298
animales,0.439096184
windsor,0.439070246
sweet,0.439044793
armed,0.439037222
puma,0.438985026
capitalcity,0.438901694
500cm,0.438886498
atomic,0.438886014
easterneurope,0.438860054
cobblestone,0.438855227
latinamerica,0.438835736
score,0.438834238
epson,0.438824775
outline,0.43880957
latina,0.43876464
bicycling,0.438698728
wolke,0.438662457
imac,0.438640767
gulfcoast,0.43857481
mygearandmesilver,0.438552784
zuikodigital,0.43854519
data,0.438536892
desk,0.438532234
bakery,0.438498067
bust,0.438469504
kite,0.438423423
audience,0.438421995
grime,0.438363944
criminal,0.438363509
malibu,0.438350562
waterscape,0.438340825
crimson,0.438308865
tren,0.438242359
ixus,0.438222758
coloradoriver,0.43817024
subdivision,0.438139735
nuvens,0.438138963
52,0.43813429
darkness,0.438121468
efs,0.438055254
czech,0.438047533
28mm,0.438029569
diver,0.43799921
ephemera,0.437998901
madonna,0.437945841
gateway,0.437917598
gothic,0.437874777
apartments,0.437862078
concord,0.437828789
niceshot,0.437801057
chopper,0.437797788
tramp,0.437792743
th,0.437765466
birdofprey,0.437744801
evo,0.437741446
limited,0.437720531
learn,0.437713306
nocturna,0.437700761
beaconhill,0.437659122
vault,0.437632074
moab,0.437616876
bryan,0.4375911
bulb,0.437585041
descent,0.437579147
antigua,0.437565319
canong9,0.437562127
canonphotography,0.437551446
oil,0.437516431
coconut,0.437510596
cristian,0.437506837
bahrain,0.437496575
caucasian,0.437496037
palmtrees,0.437480701
holding,0.437407542
cash,0.43734561
mix,0.437324604
carved,0.437315133
norway,0.437273989
bbc,0.437248567
kx,0.437160466
chapel,0.437148525
flowering,0.437109867
gravel,0.437106597
chiangmai,0.437090805
durham,0.43708366
nationaltrust,0.43706431
blooming,0.437029908
benz,0.437027739
studio,0.437022147
reflect,0.437012157
melting,0.437001478
sfbayarea,0.436971065
enjoy,0.436950283
rheinland,0.436945261
bb,0.436940678
kayak,0.436937952
bare,0.436919821
soviet,0.436846752
princeedwardisland,0.436794511
beacon,0.436793654
hr,0.436792712
douglas,0.436782874
protect,0.436779003
games,0.436736124
hamburg,0.436735353
canonxti,0.43669217
meet,0.436667951
bells,0.43666347
label,0.436640709
symbol,0.436628769
muted,0.436626391
fave,0.43659119
traveller,0.436579368
grandpa,0.43657532
dakota,0.436571708
cymru,0.436471586
piano,0.436461356
abroad,0.43644758
gare,0.436444273
fjord,0.436410097
financial,0.43637776
cottages,0.436363297
archaeology,0.43630287
knowledge,0.436302793
kathmandu,0.436222946
espoo,0.436216442
walks,0.436207413
palma,0.436184047
death,0.436180845
vegetation,0.436137532
gilbert,0.436093623
norwegen,0.436093593
mailbox,0.436081478
200,0.436044884
stem,0.436035633
miltonkeynes,0.43601722
break,0.435979136
hund,0.435977195
petit,0.43597279
salvador,0.43596907
shed,0.435932069
2470mm,0.435872254
federal,0.43586436
worldtour,0.435847112
bravo,0.435827783
charlotte,0.435787644
perch,0.43576769
hoover,0.435752481
ungarn,0.435736936
chiba,0.435698001
frozen,0.43567139
stormclouds,0.435638473
paseo,0.435586576
tricks,0.435584011
barbeque,0.435529367
monterrey,0.435489214
yucatan,0.435473419
balcony,0.4354459
ss,0.435427307
museu,0.435421584
20thcentury,0.435410096
ombre,0.435377773
minoltaamount,0.435364459
fallfoliage,0.435344105
uw,0.435332492
newcastleupontyne,0.435275676
portsmouth,0.435258189
lac,0.435257738
clock,0.435246163
geography,0.435213857
pov,0.435193187
vernon,0.435175223
stpaul,0.435114578
melaka,0.435100238
homecoming,0.435085999
theatre,0.435075114
animali,0.435062999
cow,0.435034384
re,0.435013557
scozia,0.434999035
eerie,0.434990483
tyskland,0.434986173
butterfly,0.434972677
blvd,0.434953764
obsolete,0.434945962
civiccenter,0.434907249
honduras,0.434882506
elevator,0.434852886
cotedazur,0.434848522
shipwreck,0.434788788
good,0.434775386
autos,0.434733086
team,0.434719446
catskills,0.434713533
freezing,0.434696974
nh,0.434690815
shrewsbury,0.434670288
louisiana,0.434644164
saratoga,0.434644006
litoral,0.434639288
cuzco,0.434590118
clyde,0.434586736
newyorknewyork,0.434580318
oaxaca,0.434573555
angela,0.434559849
courtyard,0.434556741
scratch,0.434504672
parijs,0.43439759
rotunda,0.434374349
pork,0.43435346
se1,0.434335968
structural,0.43431401
cliff,0.434278663
heath,0.434271706
moo,0.434269668
galloway,0.43425596
gironde,0.434250513
performing,0.434208622
moutain,0.434200433
15fav,0.434193472
navajo,0.434120489
everett,0.434093342
monarch,0.434081192
scala,0.434064845
novel,0.434025083
mines,0.434022783
gorse,0.434014832
quad,0.433972075
greenway,0.433967091
springbreak,0.433929329
pale,0.433916611
finnish,0.433910936
heights,0.43390722
wear,0.433872429
rosso,0.433869833
weird,0.43384565
recession,0.433827602
cormorant,0.433763566
dew,0.433748524
muse,0.433738536
sites,0.433725032
bennett,0.433719435
cs2,0.433715663
latenight,0.433710819
elephants,0.433710686
watchtower,0.433681364
kartpostal,0.433662235
timeexposure,0.433620793
discovery,0.43360984
ballroom,0.433600623
gravestone,0.433587702
eruption,0.433553857
s,0.433488639
buckingham,0.433486322
ruines,0.433469691
excursion,0.433414332
shanghai,0.433395802
carnaval,0.433393337
agra,0.433384701
conventioncenter,0.433384169
scandinavian,0.433378216
sailboat,0.433363343
1800s,0.433323634
es,0.433321566
cherryblossom,0.433288647
roads,0.433255868
company,0.433249753
lensbaby,0.4332485
wizard,0.433239864
cables,0.433211316
helsingfors,0.433170465
evolt,0.43313541
d40x,0.433064862
hospitality,0.432998745
forum,0.432993363
coming,0.432976518
pt,0.432953309
westindies,0.432924404
griechenland,0.432861336
slr680,0.432848889
aberdeenshire,0.432821277
billy,0.432810353
coke,0.43279735
g10,0.432791357
naturalhistory,0.432788716
footprints,0.432774835
connect,0.432765299
cap,0.432721754
lea,0.432710431
molly,0.432707913
kirk,0.432676994
corrosion,0.432662191
bristol,0.432641497
nostalgic,0.432600895
cemetary,0.432543819
jurassic,0.432529006
governor,0.432523172
anne,0.432512676
55mm,0.432431786
calatrava,0.432429768
windmill,0.432389174
capitol,0.432377866
ac,0.432360573
jesus,0.432359524
lowell,0.432335207
iphonography,0.432293909
lilies,0.432289176
soul,0.432243294
delete4,0.432236064
extra,0.432223246
charter,0.432205288
bois,0.432198944
believe,0.432188428
save4,0.432170006
cornwall,0.432141431
colombia,0.432133263
mecklenburgvorpommern,0.432124842
lowereastside,0.432092462
zee,0.432040896
buses,0.432031827
leiden,0.431998762
mortar,0.431969383
yorkshiredales,0.43196709
45mm,0.431925756
apulia,0.431897047
finest,0.431895745
pour,0.431868544
authentic,0.431853896
montagne,0.431853732
snake,0.431819255
vietnam,0.431808502
birthplace,0.431807142
alice,0.431798202
metallic,0.431716875
gradeiilisted,0.431707689
lot,0.431659222
wilderness,0.431658411
woodwork,0.431618749
marincounty,0.431608526
container,0.431606715
storefront,0.431550967
geoff,0.431527126
magenta,0.431501669
holz,0.431465138
x2,0.431439032
vin,0.431418293
pod,0.431390927
hate,0.431385937
3652011,0.431339823
help,0.43131441
violet,0.431312635
aurora,0.431308972
fenetre,0.431273824
lucy,0.431258662
boeing,0.431255127
capture,0.431245253
robe,0.4311824
destroyed,0.431172247
kyle,0.431103891
pump,0.431098525
este,0.431094949
lanscape,0.431078363
rainy,0.431044384
jena,0.4310439
wight,0.431028529
guy,0.43102214
chennai,0.430995393
canoneos60d,0.430975613
canon40d,0.430948338
indonesian,0.430940499
reportage,0.430931818
drying,0.430920959
chemin,0.43089222
oahu,0.430839385
1982,0.430819965
22,0.430809706
inspired,0.430804564
andrea,0.430785896
lee,0.430747303
kernow,0.430741679
contraluz,0.430733495
outstandingshots,0.430687729
rolls,0.430676875
gasstation,0.430661149
students,0.43065648
nepal,0.430644798
120mm,0.430634499
pepsi,0.430614196
mystery,0.430612844
plan,0.430582527
wetter,0.430570032
treat,0.430552666
ak,0.430545194
canond60,0.430541625
maya,0.430536257
sheep,0.430476692
cores,0.430472562
slippery,0.430468263
tampere,0.430416126
danecounty,0.430401476
fishermans,0.430387756
arkitektur,0.430370109
bestof,0.430368999
dolphins,0.430361612
shake,0.43033854
league,0.430320071
gorgeous,0.430293795
eesti,0.430266108
jones,0.430258002
cartoon,0.430257025
1870,0.430134777
kitten,0.43012757
peoplesrepublicofchina,0.430108122
kl,0.430083255
electronic,0.430080464
r72,0.430065908
emotion,0.430047729
winecountry,0.429922549
rights,0.429915069
deck,0.42991506
roche,0.429897397
supreme,0.429873068
camaro,0.429861233
rojo,0.429851769
thumbsup,0.429851688
ghent,0.429806674
cinqueterre,0.429790233
kalamazoo,0.429777674
end,0.429758908
contraste,0.429730359
drugs,0.429714688
ave,0.429688974
rising,0.429684002
sequence,0.429679203
weltkulturerbe,0.429664911
bahamas,0.429646872
collage,0.429607287
dri,0.429606739
actress,0.42954035
davidson,0.429524756
antenna,0.42949649
16th,0.429383594
slab,0.429342938
fencing,0.42934121
blitz,0.429320103
headland,0.429311517
delete7,0.429307389
falls,0.429275959
chute,0.429244099
saariysqualitypictures,0.429239266
reflected,0.429235697
lincoln,0.429231482
balkans,0.429204754
mitchell,0.429201656
countydurham,0.429187118
rear,0.429163793
alps,0.429083302
tributary,0.42907
aaron,0.429066573
freight,0.429060128
lumpur,0.429039455
route,0.429029012
highest,0.429027727
android,0.428995293
bavaria,0.428989011
cuban,0.428950017
bottom,0.428938778
appleiphone,0.42893871
cherokee,0.428927258
semi,0.428916988
coop,0.42891035
velvet,0.428847232
300,0.428839593
labour,0.42881429
turquia,0.428796566
konica,0.428792887
antiquity,0.42878675
anthony,0.428760933
emotional,0.428748858
inca,0.42868788
lowry,0.428681642
rotting,0.428637663
dont,0.428610201
vivitar,0.428588879
stein,0.42856341
jamestown,0.428553075
sri,0.428537371
bottle,0.428521398
carolina,0.428497093
catering,0.428449835
seafood,0.42840432
explorers,0.428378038
macedonia,0.428372614
feathers,0.428366879
teenagers,0.42836016
hire,0.428330838
laughter,0.428313361
biker,0.428257452
flags,0.42823866
education,0.42820358
peach,0.428198863
fz20,0.428178843
pasta,0.428175755
trendy,0.428173125
stuart,0.428171451
iphone3gs,0.428148858
rush,0.428147244
amour,0.428143792
schloss,0.428133335
eybusman,0.428112636
cheap,0.428046764
autumnal,0.428044083
riflesso,0.427987707
nederland,0.42797254
overlooking,0.427933124
garage,0.427864935
above,0.427861098
fachwerk,0.427831592
paradise,0.427816646
gloves,0.42780705
belgie,0.42773882
easyshare,0.427692778
canonefs1855mmf3556,0.42767442
freeassociation,0.42766567
30s,0.427649631
nikond70,0.427630869
dunes,0.427624084
sofa,0.427613486
bridges,0.427603228
croatia,0.427591776
found,0.427583332
reeds,0.427546895
covered,0.427511447
bluewater,0.427505914
stencil,0.42748172
