,f1,acc,prec,kappa,recall
number,0.267804398,0.756201508,0.164449819,0.185794512,0.720848057
lot,0.232280102,0.705278112,0.138164578,0.144238597,0.728571429
different,0.257918552,0.731176921,0.155087974,0.174090034,0.765443151
far,0.236782902,0.703420391,0.14019314,0.150030059,0.761301989
year,0.312556134,0.79089717,0.19497983,0.238893453,0.787330317
information,0.273376516,0.760955087,0.167276423,0.194150224,0.747502271
put,0.213195125,0.693093651,0.125951672,0.124354927,0.693710119
rather,0.22483972,0.715932685,0.13246662,0.144290687,0.742857143
great,0.222802704,0.723636761,0.131866133,0.142883761,0.717821782
set,0.233276158,0.731340837,0.13836478,0.154880136,0.742800397
possible,0.217937482,0.707463665,0.127608621,0.137448099,0.746
world,0.287817446,0.7885477,0.175888439,0.218810185,0.791497976
able,0.213552955,0.702600809,0.124536569,0.133414959,0.748733536
post,0.230241672,0.742432521,0.137026239,0.154223014,0.720122574
let,0.206351573,0.709157469,0.120788968,0.126621268,0.707566462
found,0.224284366,0.730521255,0.132503252,0.147229388,0.729785056
TRUE,0.234589872,0.741503661,0.139289145,0.159062004,0.742827869
done,0.20797926,0.699541034,0.120897522,0.128432129,0.743563337
real,0.222637397,0.727188285,0.131144534,0.145691916,0.736354274
following,0.26348808,0.775489018,0.159366869,0.192991337,0.76008273
seen,0.200115174,0.69642662,0.116143048,0.120459007,0.722453222
looking,0.211916462,0.719593487,0.124123044,0.135018769,0.724029381
run,0.24957265,0.760135504,0.149040425,0.177971827,0.766806723
available,0.254166667,0.765271555,0.152088095,0.183568299,0.772967265
called,0.212227913,0.731067643,0.125,0.136619873,0.702330508
others,0.241045663,0.755709758,0.14331853,0.169537064,0.75773746
call,0.21874511,0.727188285,0.128139322,0.144014291,0.746794872
nothing,0.2156713,0.719429571,0.125779441,0.140457339,0.755888651
old,0.219095795,0.730084144,0.128499907,0.144759187,0.742765273
yes,0.194217939,0.703037919,0.112639725,0.116839143,0.704301075
power,0.267289384,0.777128183,0.160413972,0.199592644,0.800861141
quite,0.207703704,0.707791498,0.120405359,0.131760792,0.755387931
else,0.20297619,0.707354387,0.117606484,0.127170019,0.740499457
yet,0.200539568,0.708556442,0.116327595,0.124596779,0.726384365
isnt,0.206681514,0.708064692,0.119423473,0.13225779,0.767364939
keep,0.214139506,0.727297563,0.124839361,0.141393471,0.752212389
day,0.236917382,0.752212873,0.13968254,0.167227386,0.779623477
maybe,0.189354276,0.695443121,0.108990457,0.113351907,0.720930233
second,0.23228213,0.752595345,0.137109688,0.162342711,0.759423503
trying,0.202340622,0.716970823,0.117447265,0.12850814,0.73
program,0.294889368,0.803245547,0.178902352,0.23284475,0.838530067
reason,0.219669552,0.729046006,0.127885672,0.147937488,0.778149387
less,0.221008673,0.735001639,0.129032258,0.149882589,0.769574944
bit,0.20377129,0.713911048,0.117895478,0.130438343,0.750279955
always,0.205261548,0.716096601,0.1188452,0.132214137,0.752242152
place,0.211343473,0.728007868,0.122971976,0.139597277,0.751126126
god,0.481649985,0.906622227,0.329460581,0.442123203,0.895152198
end,0.217348928,0.736750082,0.126969064,0.146543591,0.754227734
mean,0.215339233,0.738389247,0.125982742,0.144467387,0.740698985
wrong,0.209752198,0.729920227,0.122160149,0.138199066,0.741242938
windows,0.393057932,0.864331767,0.25046729,0.343462405,0.912599319
ever,0.18822154,0.696481259,0.108017444,0.113896111,0.730987514
several,0.21167415,0.731395476,0.123180291,0.14084819,0.751708428
getting,0.202164964,0.714074964,0.116704805,0.129853801,0.755125285
hard,0.232269198,0.756911813,0.136788618,0.164437939,0.769142857
thought,0.184477266,0.692274068,0.105533466,0.110570373,0.732183908
government,0.387978142,0.865369905,0.246917483,0.339004042,0.904982619
youre,0.202683045,0.730466616,0.117724371,0.132413274,0.728222997
heard,0.175537435,0.696153426,0.100390029,0.102853244,0.698113208
example,0.226709656,0.751010818,0.132355855,0.160218318,0.789598109
bad,0.197339932,0.716424434,0.113462564,0.127438259,0.756820878
order,0.220480491,0.750027319,0.128730601,0.153718005,0.767497034
given,0.225029084,0.745219102,0.130795981,0.158502616,0.804994055
next,0.214465514,0.744235603,0.124853458,0.147148011,0.75980975
support,0.230849582,0.758605617,0.135085575,0.165726281,0.793062201
problems,0.231909952,0.765107639,0.136258661,0.167330327,0.778177458
group,0.212463114,0.752103595,0.124188312,0.145962408,0.734693878
idea,0.192782526,0.72134193,0.110928962,0.123900152,0.735507246
drive,0.320596459,0.84067315,0.198499711,0.26717966,0.832929782
10,0.264342185,0.801715659,0.15863747,0.204753508,0.792223572
name,0.198778833,0.741886133,0.115445232,0.131801397,0.714634146
kind,0.171116684,0.692984373,0.097217566,0.100810973,0.713407134
line,0.194578413,0.735384111,0.112305625,0.128226358,0.72761194
times,0.205744823,0.74013769,0.118712661,0.140730426,0.770963705
away,0.22359809,0.760190143,0.130067915,0.161027914,0.795969773
start,0.180742987,0.704786362,0.102705497,0.113210131,0.752525253
seem,0.182947145,0.705223473,0.103922918,0.115663454,0.763590392
ill,0.182771774,0.719047099,0.10452645,0.115963366,0.726927939
interested,0.211310051,0.756911813,0.122861266,0.148062857,0.75443038
means,0.211571976,0.7528139,0.122527251,0.148595414,0.774234694
state,0.234496124,0.784176593,0.138222527,0.17458724,0.772669221
big,0.181592811,0.711397661,0.103332746,0.115059694,0.748403576
high,0.204848071,0.745492296,0.11820331,0.141260556,0.767263427
ago,0.187634676,0.732215058,0.107706946,0.122664161,0.727506427
life,0.255171001,0.801278549,0.151766139,0.197838727,0.800771208
person,0.219646799,0.768222052,0.12794685,0.158898238,0.775324675
software,0.285596026,0.811386734,0.169867061,0.231215989,0.896103896
makes,0.188213225,0.716260518,0.106946172,0.123482873,0.783854167
three,0.224099099,0.774123047,0.130921053,0.164054901,0.77734375
whether,0.207563168,0.744672713,0.119298246,0.145238805,0.79791395
remember,0.163679107,0.688995738,0.092188017,0.096732268,0.729057592
already,0.177535651,0.719538848,0.101058008,0.112906658,0.729907773
hope,0.168001256,0.710468801,0.095263533,0.102910706,0.710491368
data,0.2801245,0.823079445,0.168089648,0.22735893,0.84
send,0.222565688,0.780133319,0.130110684,0.164044711,0.769025367
perhaps,0.183333333,0.721560485,0.104132532,0.120105601,0.765729585
pretty,0.183410285,0.719757404,0.104083845,0.120128039,0.771084337
computer,0.241894778,0.78663534,0.141269841,0.185423367,0.840755735
list,0.197410396,0.766309693,0.114571989,0.13748424,0.712737127
general,0.226729858,0.777128183,0.131602113,0.169587443,0.818057456
says,0.179989773,0.737132554,0.102743724,0.118569244,0.725274725
change,0.183927371,0.734783084,0.104709035,0.122986524,0.755524862
based,0.203420342,0.758223145,0.116928808,0.144635722,0.781466113
note,0.179646762,0.733526391,0.102240092,0.118547537,0.739612188
ask,0.190731795,0.752868539,0.109468063,0.131179328,0.740277778
free,0.195208518,0.752212873,0.111811344,0.136210811,0.768156425
20,0.231712301,0.794557972,0.135678392,0.176788942,0.793006993
file,0.29945999,0.844060758,0.181601667,0.251223147,0.853146853
whole,0.189484643,0.744781991,0.108140226,0.130014583,0.764705882
small,0.173233583,0.728281062,0.098283343,0.112185193,0.729691877
works,0.178644068,0.735220195,0.101502311,0.118637032,0.744350282
game,0.377230769,0.889410993,0.240486465,0.337422566,0.87446505
left,0.192528736,0.754343788,0.110039006,0.13488431,0.769010043
stuff,0.168270826,0.726150148,0.095104108,0.108362952,0.729496403
original,0.197140133,0.769915856,0.113302652,0.141476304,0.758064516
version,0.222355529,0.787509562,0.128733503,0.168860149,0.815249267
large,0.196135091,0.756802535,0.111797406,0.140083186,0.798529412
cannot,0.207737755,0.772866353,0.119334355,0.152951909,0.801470588
wont,0.165079365,0.712599716,0.092477325,0.106051053,0.768094535
running,0.227070536,0.800622883,0.132411067,0.175049256,0.796433878
came,0.191636977,0.764451972,0.109656652,0.136121578,0.759286776
comes,0.154404487,0.71992132,0.086827458,0.095335271,0.696428571
subject,0.190348525,0.768986996,0.109206768,0.13507701,0.740685544
public,0.256398641,0.820620697,0.151054177,0.207287913,0.847305389
local,0.199384142,0.772702437,0.114348786,0.145143082,0.777777778
control,0.209048362,0.778384876,0.120098588,0.155646517,0.806015038
article,0.193119625,0.77445088,0.110936447,0.138811427,0.745098039
book,0.246867749,0.822642334,0.145673604,0.198004449,0.808510638
days,0.196639939,0.770079773,0.112420869,0.142817297,0.783866058
card,0.346986542,0.878046115,0.214466546,0.306981715,0.908116386
feel,0.189114898,0.758223145,0.107321131,0.135068287,0.795069337
show,0.179082835,0.752540706,0.101291778,0.124985424,0.771875
instead,0.162403433,0.733417113,0.091189512,0.106960921,0.74137931
theres,0.157780378,0.724674899,0.088306829,0.101838744,0.739811912
full,0.175713486,0.758550978,0.09968254,0.121926734,0.740566038
guess,0.150601469,0.702928642,0.083578984,0.094052338,0.760252366
agree,0.199962057,0.769588023,0.113626563,0.148111218,0.832543444
saying,0.201571182,0.772319965,0.114696904,0.149899553,0.830963665
ie,0.157218194,0.720576986,0.087764489,0.101553291,0.753554502
matter,0.178756941,0.749480931,0.100808081,0.125099311,0.788309637
simply,0.186583578,0.75751284,0.105514096,0.133683275,0.805379747
word,0.192923503,0.776909627,0.110182886,0.141159797,0.774603175
price,0.240506329,0.816413507,0.140147524,0.192985558,0.847133758
understand,0.175192964,0.748934543,0.09872547,0.121713801,0.777070064
answer,0.17730096,0.761173642,0.100469283,0.124542215,0.7536
tried,0.178591444,0.759753032,0.101078452,0.125937541,0.766025641
anyway,0.154173486,0.717626489,0.085854903,0.09901015,0.754807692
buy,0.20011818,0.778111682,0.114003591,0.149459228,0.818035427
law,0.287409701,0.849087531,0.171121352,0.2443458,0.896940419
making,0.169682066,0.741722216,0.095209935,0.116331872,0.779032258
mind,0.165745856,0.735985138,0.092789484,0.112104747,0.775444265
source,0.204186245,0.796415692,0.117589176,0.154703375,0.77471637
including,0.212992545,0.798109496,0.122579063,0.164106941,0.811688312
almost,0.161132648,0.728062507,0.089866516,0.107442887,0.778501629
certainly,0.170667601,0.741394383,0.095583906,0.118007192,0.795751634
questions,0.186800463,0.76975194,0.105908096,0.135832212,0.790849673
12,0.204900718,0.794339416,0.117547261,0.156028294,0.797697368
man,0.216699368,0.803682658,0.124874372,0.168864299,0.81878089
often,0.179098897,0.760080865,0.101012231,0.127810398,0.789126853
although,0.159175697,0.741394383,0.089171975,0.106449777,0.740495868
later,0.176056338,0.769861217,0.099756152,0.125367355,0.74875208
ones,0.159957627,0.740028412,0.089402013,0.10789203,0.75879397
car,0.351605579,0.890776964,0.217933253,0.315650703,0.909395973
hi,0.195188735,0.775161185,0.1104471,0.146130688,0.838655462
current,0.170228721,0.758168506,0.095760388,0.119515054,0.765598651
30,0.214605735,0.808436236,0.123740635,0.167844085,0.807757167
told,0.178959627,0.768877718,0.101096491,0.129092522,0.778716216
advance,0.197602475,0.773248825,0.111572052,0.148841717,0.863175676
issue,0.193535271,0.783247732,0.10995611,0.14502335,0.806779661
hand,0.166961443,0.742651076,0.093206951,0.115908777,0.8
working,0.155336386,0.737952136,0.086674528,0.103544224,0.747457627
home,0.176607281,0.767675664,0.099672131,0.126815505,0.774193548
money,0.222676664,0.813080538,0.128507737,0.176851682,0.833333333
today,0.181342984,0.777510655,0.102803738,0.13224921,0.768313458
unless,0.173849257,0.753852038,0.097410604,0.123688429,0.807495741
important,0.188886627,0.782264233,0.107233649,0.14040667,0.791808874
similar,0.156481809,0.739044913,0.087239071,0.105271375,0.758561644
wouldnt,0.157986718,0.736750082,0.087954855,0.10688467,0.775300172
space,0.238569604,0.837121626,0.140114011,0.194981939,0.802405498
cause,0.184863774,0.779313736,0.104542342,0.137002708,0.797909408
especially,0.154840965,0.735766583,0.086052836,0.104293454,0.771777003
everything,0.152620397,0.738498525,0.084926108,0.1021014,0.752181501
nice,0.137483356,0.716861545,0.075974982,0.085778866,0.722027972
sort,0.142881327,0.723363567,0.079085457,0.091683241,0.739054291
15,0.222986248,0.827122719,0.12956621,0.179142904,0.799295775
couple,0.142320819,0.725385204,0.078753541,0.09164462,0.738053097
anybody,0.13018338,0.712326522,0.071793003,0.078604815,0.697345133
standard,0.160028965,0.746475795,0.089059037,0.111067584,0.787878788
within,0.177498527,0.771117911,0.099647266,0.130354318,0.811490126
area,0.172604909,0.77160966,0.096975089,0.125308968,0.784172662
fine,0.155477032,0.75188504,0.086650083,0.107066134,0.755877034
everyone,0.158216469,0.744180964,0.087841885,0.109768027,0.795660036
university,0.283304247,0.865369905,0.168687219,0.245136883,0.88384755
live,0.193855474,0.796415692,0.109992634,0.148857765,0.816029144
address,0.193476318,0.802753797,0.110234216,0.148740501,0.790145985
type,0.154558933,0.750737624,0.086014851,0.1064856,0.760948905
except,0.143502432,0.730630532,0.079285851,0.09452109,0.755027422
side,0.152898551,0.744508797,0.084841174,0.104767349,0.772893773
info,0.167646501,0.760190143,0.093465849,0.120771232,0.8125
news,0.183280423,0.789148727,0.103538977,0.138009872,0.797421731
50,0.186177106,0.794120861,0.105327468,0.141573337,0.801115242
phone,0.239745965,0.84302262,0.139771675,0.199377361,0.842007435
mail,0.189829022,0.798054857,0.107550919,0.145667756,0.807835821
evidence,0.244856999,0.8355371,0.141326383,0.204730404,0.915572233
interesting,0.144963145,0.733799585,0.079961278,0.097303791,0.774859287
known,0.171301894,0.775325101,0.095958456,0.125856453,0.797373358
1993,0.297520661,0.87924817,0.17903596,0.261865238,0.879699248
systems,0.205969469,0.809583652,0.11715915,0.16329222,0.851224105
usually,0.15862069,0.760026227,0.088291747,0.112353206,0.779661017
ok,0.129696346,0.722817178,0.071320755,0.081413954,0.714555766
team,0.368673809,0.906622227,0.229109275,0.337877766,0.943289225
key,0.265648855,0.868593596,0.15823936,0.22842163,0.826996198
goes,0.135935397,0.719374932,0.0745525,0.088247513,0.76952381
sorry,0.123873122,0.713255382,0.067886551,0.075481556,0.706666667
difference,0.154542028,0.754890176,0.085738185,0.108536656,0.782442748
machine,0.184752601,0.790241504,0.103917821,0.141117348,0.831739962
consider,0.157026361,0.757130368,0.087121212,0.111435611,0.79462572
rest,0.153302326,0.751338652,0.084860968,0.107492635,0.792307692
check,0.1509944,0.759753032,0.083905579,0.105338429,0.753371869
claim,0.197044335,0.804065129,0.111477071,0.15467302,0.8477842
simple,0.160566706,0.76691072,0.089414859,0.115526602,0.786127168
lets,0.15942029,0.759152005,0.088465608,0.114151665,0.80539499
human,0.252019386,0.84821331,0.146433041,0.213718935,0.903474903
exactly,0.130317353,0.71850071,0.07138894,0.08303305,0.746615087
due,0.146268096,0.75188504,0.080957336,0.100633448,0.756809339
clear,0.169444444,0.771281827,0.094343791,0.125325508,0.8307393
certain,0.158705401,0.764233417,0.08815248,0.114086388,0.794921875
open,0.157232704,0.765708666,0.087393489,0.112659219,0.782778865
likely,0.160031074,0.763687029,0.088831393,0.115543721,0.806262231
havent,0.130457471,0.726860452,0.071551231,0.084106146,0.738188976
care,0.160015649,0.765380833,0.088797221,0.115972238,0.808300395
100,0.158684481,0.776363239,0.08855242,0.114830138,0.76284585
files,0.288104089,0.874439952,0.170830272,0.253287184,0.918972332
include,0.178843568,0.7998033,0.100859454,0.136511935,0.788537549
speed,0.218974359,0.833570102,0.12573616,0.179630728,0.847222222
correct,0.130785414,0.729100645,0.071716978,0.084922166,0.741550696
went,0.182896237,0.804229046,0.103270667,0.141176973,0.798804781
started,0.176103337,0.79089717,0.098696911,0.133795212,0.816367265
major,0.167910448,0.780679707,0.093663275,0.125059715,0.81
message,0.185074627,0.806086766,0.104512448,0.14373275,0.80761523
code,0.228906042,0.841711288,0.131942314,0.190701713,0.863453815
whatever,0.132381118,0.727843951,0.072408537,0.087439761,0.770791075
games,0.32079489,0.895421265,0.194325021,0.289253563,0.918699187
john,0.184608008,0.814173314,0.104619565,0.144089943,0.784114053
25,0.238986467,0.855589553,0.139168343,0.202233572,0.845213849
cost,0.197606196,0.813189815,0.111611877,0.157764868,0.860940695
sense,0.163962065,0.783247732,0.091400376,0.121873636,0.795501022
months,0.164214118,0.785870397,0.091623037,0.122358539,0.790554415
experience,0.149438637,0.759916949,0.08249626,0.1063642,0.792607803
recently,0.146285275,0.757021091,0.08068615,0.103012116,0.782340862
thus,0.17104112,0.792918807,0.095692609,0.129735302,0.804526749
play,0.214399153,0.837831931,0.12295082,0.176420095,0.83677686
common,0.17094755,0.790132226,0.095444685,0.129727033,0.818181818
past,0.138113208,0.750409791,0.075980901,0.094684248,0.757763975
children,0.278672986,0.875259534,0.16442953,0.24490011,0.913043478
posted,0.160593498,0.789804393,0.089734211,0.119073425,0.763485477
appreciated,0.190605854,0.805103267,0.107006369,0.15076747,0.871369295
easy,0.136870997,0.742268605,0.075025075,0.093498314,0.779166667
deal,0.138355398,0.747513933,0.075946776,0.095311127,0.776150628
provide,0.160346249,0.777401377,0.088914286,0.118935329,0.815513627
national,0.225641026,0.843241176,0.129491945,0.188800767,0.876310273
reading,0.139041485,0.751666485,0.076426489,0.096186729,0.769392034
sale,0.362525458,0.91449022,0.224974722,0.33457938,0.932914046
access,0.167909653,0.78663534,0.09345351,0.127030791,0.825995807
asked,0.15576324,0.777893126,0.086425444,0.114244355,0.787815126
history,0.214010778,0.832641241,0.121894183,0.176403168,0.87605042
copy,0.187764706,0.811386734,0.105667373,0.148581882,0.841772152
talking,0.129929577,0.729974866,0.070852535,0.086738793,0.781779661
gets,0.137956072,0.740520162,0.075426757,0.095376056,0.806794055
16,0.222886654,0.843787564,0.127765659,0.186439898,0.872340426
memory,0.19460501,0.817287728,0.109663409,0.156321056,0.863247863
become,0.165571616,0.79182603,0.092240117,0.125428734,0.807692308
uses,0.1525116,0.770462245,0.084205836,0.111355318,0.807692308
took,0.156448203,0.781991039,0.086793338,0.115779228,0.792291221
add,0.130986182,0.749153098,0.071814031,0.088757804,0.744086022
words,0.164401294,0.788383783,0.091345001,0.124450966,0.82112069
pc,0.202808855,0.817014534,0.113964687,0.165227976,0.920086393
particular,0.162389567,0.78242815,0.089955721,0.122307108,0.833693305
write,0.151883104,0.774833352,0.083939945,0.111198705,0.796976242
wanted,0.130848379,0.755381925,0.071885666,0.08889399,0.727861771
posting,0.146674953,0.774942629,0.081099656,0.105853442,0.766233766
pay,0.188987737,0.815703202,0.106273661,0.150956515,0.852494577
david,0.165485714,0.800513605,0.092488503,0.126100176,0.785249458
states,0.204257613,0.838651513,0.116615385,0.167529941,0.822125813
via,0.167996454,0.794885805,0.093557146,0.128582329,0.822125813
american,0.203492787,0.828051579,0.115186246,0.166398301,0.872017354
single,0.143053106,0.761064365,0.078612966,0.101980906,0.793478261
offer,0.204332709,0.837449459,0.116427918,0.16778297,0.834061135
needs,0.143201931,0.767238553,0.078865751,0.102416779,0.777292576
box,0.174668496,0.802753797,0.097548519,0.135951752,0.834061135
hear,0.119297,0.728936728,0.064914992,0.076939295,0.735229759
chip,0.295446646,0.889247077,0.175547295,0.264609866,0.932017544
disk,0.280947614,0.882253306,0.165682802,0.249228429,0.923245614
oh,0.13781256,0.753196372,0.075475643,0.09671926,0.791666667
low,0.161683278,0.793192001,0.089901478,0.122447315,0.802197802
stop,0.147664291,0.764725167,0.081139874,0.107274468,0.81978022
taken,0.147493837,0.773248825,0.081332125,0.107337282,0.790748899
sell,0.202793585,0.831603103,0.114854966,0.166361691,0.865342163
personal,0.155603448,0.785925036,0.086198663,0.116202057,0.798672566
soon,0.159263521,0.800404327,0.088877472,0.120333696,0.765486726
form,0.146567344,0.768385969,0.080584459,0.106615359,0.808888889
short,0.137330754,0.756310786,0.075164091,0.097037137,0.794183445
discussion,0.174363808,0.808545514,0.097394051,0.136788496,0.831460674
video,0.251278772,0.872035843,0.146423249,0.218753709,0.885135135
net,0.140822467,0.76598186,0.077244718,0.101346245,0.795918367
saw,0.142247511,0.769369468,0.078125,0.102888791,0.793650794
research,0.208333333,0.840126762,0.11827957,0.173244734,0.873015873
taking,0.13928225,0.757567479,0.076123834,0.099773539,0.817767654
theyre,0.135458167,0.762867446,0.074187214,0.096048369,0.778032037
arent,0.141115331,0.765216916,0.077310556,0.101976675,0.80778032
among,0.176570458,0.814501147,0.098725251,0.139925537,0.834862385
turn,0.143283582,0.764779805,0.078414289,0.104480386,0.829493088
christian,0.295117541,0.893508906,0.175032175,0.265760938,0.940092166
happen,0.128091547,0.741886133,0.069622793,0.088317113,0.799539171
close,0.143217136,0.777073544,0.078789279,0.104622661,0.785714286
position,0.160358343,0.795158999,0.088767667,0.12296099,0.828703704
14,0.201652893,0.84165665,0.114446529,0.167008946,0.847222222
contact,0.170379437,0.81482898,0.095238095,0.133890782,0.807424594
along,0.139291465,0.766364332,0.076261847,0.10060618,0.802784223
early,0.164743155,0.798328052,0.09125094,0.127744703,0.846511628
window,0.254136334,0.876844061,0.148091014,0.222876487,0.895104895
various,0.159237081,0.792864168,0.087947085,0.122154481,0.840749415
allow,0.144824708,0.776090045,0.079477783,0.106946863,0.814553991
assume,0.127659574,0.758059228,0.069647463,0.088974268,0.764150943
response,0.13654123,0.770571522,0.074774775,0.098494357,0.784869976
country,0.207330416,0.84165665,0.11722858,0.173548141,0.895981087
level,0.142378559,0.776199322,0.078107053,0.104657366,0.803782506
four,0.153985919,0.796470331,0.085175879,0.117094938,0.80141844
top,0.135914333,0.770735439,0.074408117,0.098015343,0.783847981
mac,0.292414804,0.894492405,0.17287695,0.263769076,0.947743468
expect,0.131121327,0.762484974,0.071553229,0.093073335,0.782816229
death,0.210616438,0.848868976,0.119572262,0.177529238,0.88277512
